Algorithms,Avg,Std
Gon,0.1473763108253479,0.0077959760045059594
HS,0.009808280070622764,0.0007169677506029864
CDS,0.7074324607849121,0.002567284469695069
CDSh,9.137772526343664,11.08826197363724
CDSh_p,14.970698261260987,0.03084750034786594
Scr,0.336427366733551,0.005424103821136003
Gr,17.34092194835345,0.09983443768681614
LS,0.19074113567670187,0.021854865404769008
SA_Swp_Scr,5.201217420895894,0.03430838974688342
